,Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Code,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
534,0,ADULT,24,29,25 to 34 years,E9,Excelsior,April,2016.0,z,email,True,2011,False,11.0
538,0,ADULT,2,1,65 to 74 years,G4,Glen Park,June,2008.0,z,email,True,2003,False,7.0
539,3,SENIOR,689,730,65 to 74 years,W2,West Portal,May,2015.0,p,phone,False,2003,False,4.0
540,3,SENIOR,14,1,65 to 74 years,M6,Mission,January,2013.0,z,email,True,2003,False,8.0
541,0,ADULT,99,30,45 to 54 years,R3,Richmond,June,2014.0,z,email,True,2003,False,8.0
542,3,SENIOR,613,367,65 to 74 years,M4,Merced,July,2016.0,p,phone,False,2003,False,5.0
544,0,ADULT,2,0,45 to 54 years,G4,Glen Park,February,2016.0,z,email,True,2010,False,10.0
545,0,ADULT,3,0,25 to 34 years,W4,Western Addition,September,2013.0,z,email,True,2011,False,5.0
547,0,ADULT,16,0,25 to 34 years,S7,Sunset,August,2008.0,z,email,True,2003,False,10.0
548,0,ADULT,36,0,35 to 44 years,P7,Potrero,April,2014.0,z,email,True,2003,False,2.0
551,0,ADULT,1910,465,20 to 24 years,W2,West Portal,June,2014.0,z,email,True,2003,False,11.0
552,0,ADULT,104,48,20 to 24 years,X,Main Library,November,2013.0,z,email,True,2004,False,7.0
553,3,SENIOR,379,235,65 to 74 years,S7,Sunset,October,2013.0,z,email,True,2003,False,7.0
554,3,SENIOR,2165,1592,65 to 74 years,G4,Glen Park,July,2016.0,p,phone,False,2003,False,7.0
556,0,ADULT,112,15,45 to 54 years,G4,Glen Park,July,2016.0,z,email,True,2008,False,8.0
557,3,SENIOR,1,0,65 to 74 years,W2,West Portal,April,2014.0,z,email,True,2014,False,7.0
559,0,ADULT,0,0,35 to 44 years,X,Main Library,September,2010.0,z,email,True,2009,False,8.0
561,0,ADULT,55,8,25 to 34 years,S7,Sunset,February,2016.0,z,email,True,2003,False,4.0
562,0,ADULT,83,21,55 to 59 years,G4,Glen Park,May,2015.0,p,phone,True,2003,False,1.0
564,0,ADULT,87,43,55 to 59 years,X,Main Library,December,2015.0,z,email,True,2003,False,10.0
566,3,SENIOR,188,19,65 to 74 years,W2,West Portal,August,2015.0,z,email,True,2003,False,7.0
567,0,ADULT,54,12,45 to 54 years,P9,Presidio,October,2015.0,z,email,True,2003,False,1.0
568,4,WELCOME,2,2,25 to 34 years,N6,North Beach,July,2014.0,z,email,True,2014,False,3.0
570,0,ADULT,87,21,55 to 59 years,G4,Glen Park,July,2016.0,z,email,True,2003,False,8.0
571,0,ADULT,1,0,55 to 59 years,X,Main Library,November,2005.0,p,phone,False,2003,False,11.0
572,0,ADULT,51,45,60 to 64 years,S7,Sunset,July,2016.0,p,phone,False,2003,False,4.0
573,0,ADULT,1507,3,25 to 34 years,E7,Eureka Valley/Harvey Milk Memorial,July,2016.0,z,email,True,2005,False,3.0
574,3,SENIOR,20,6,65 to 74 years,E9,Excelsior,April,2015.0,z,email,True,2003,False,11.0
576,0,ADULT,66,21,25 to 34 years,X,Main Library,December,2013.0,z,email,True,2008,False,2.0
582,3,SENIOR,17,2,65 to 74 years,X,Main Library,February,2014.0,z,email,True,2008,False,8.0
583,0,ADULT,449,252,55 to 59 years,M6,Mission,June,2016.0,z,email,True,2003,False,9.0
584,0,ADULT,526,400,55 to 59 years,M6,Mission,July,2016.0,z,email,True,2003,False,10.0
587,0,ADULT,195,172,60 to 64 years,S7,Sunset,November,2014.0,p,phone,False,2003,False,4.0
588,0,ADULT,654,456,35 to 44 years,P1,Park,February,2015.0,z,email,True,2003,False,5.0
589,4,WELCOME,3,0,25 to 34 years,B4,Bernal Heights,November,2015.0,z,email,True,2015,False,9.0
590,0,ADULT,492,240,20 to 24 years,N6,North Beach,June,2016.0,z,email,True,2003,False,3.0
592,0,ADULT,25,2,60 to 64 years,B2,Bayview/Linda Brooks-Burton,November,2013.0,p,phone,False,2008,False,10.0
594,0,ADULT,2,0,20 to 24 years,N6,North Beach,November,2014.0,z,email,True,2014,False,11.0
596,0,ADULT,296,82,35 to 44 years,P5,Portola,July,2016.0,z,email,True,2011,False,9.0
597,0,ADULT,3,0,25 to 34 years,E7,Eureka Valley/Harvey Milk Memorial,June,2016.0,z,email,True,2016,False,8.0
599,0,ADULT,47,0,20 to 24 years,M6,Mission,December,2015.0,z,email,True,2011,False,3.0
600,0,ADULT,8,1,35 to 44 years,P7,Potrero,July,2013.0,z,email,True,2011,False,10.0
601,0,ADULT,9,0,45 to 54 years,O7,Ortega,June,2015.0,z,email,True,2012,False,11.0
602,0,ADULT,22,0,35 to 44 years,X,Main Library,July,2016.0,z,email,True,2016,False,3.0
604,0,ADULT,25,0,35 to 44 years,E7,Eureka Valley/Harvey Milk Memorial,April,2013.0,z,email,True,2013,False,5.0
605,3,SENIOR,24,9,65 to 74 years,R3,Richmond,July,2016.0,z,email,True,2003,False,2.0
606,3,SENIOR,37,6,65 to 74 years,X,Main Library,February,2014.0,p,phone,False,2003,False,8.0
607,0,ADULT,11,0,25 to 34 years,M4,Merced,January,2015.0,z,email,True,2012,False,7.0
609,0,ADULT,272,17,45 to 54 years,O2,Ocean View,March,2014.0,p,phone,False,2005,False,4.0
611,0,ADULT,15,14,20 to 24 years,M4,Merced,August,2015.0,z,email,True,2014,False,7.0
614,0,ADULT,125,84,45 to 54 years,S7,Sunset,July,2016.0,z,email,True,2003,False,11.0
617,0,ADULT,838,206,60 to 64 years,M4,Merced,July,2016.0,z,email,True,2003,False,11.0
618,0,ADULT,18,40,25 to 34 years,R3,Richmond,July,2016.0,z,email,True,2014,False,1.0
619,0,ADULT,18,18,25 to 34 years,N6,North Beach,July,2016.0,z,email,True,2014,False,3.0
620,0,ADULT,698,787,55 to 59 years,W4,Western Addition,June,2016.0,z,email,True,2003,False,5.0
622,0,ADULT,5,0,25 to 34 years,P1,Park,May,2015.0,z,email,True,2015,False,5.0
623,0,ADULT,15,8,25 to 34 years,E9,Excelsior,May,2011.0,z,email,True,2010,False,11.0
625,0,ADULT,41,1,60 to 64 years,M8,Mission Bay,August,2013.0,p,phone,False,2009,False,11.0
628,0,ADULT,8,8,25 to 34 years,E7,Eureka Valley/Harvey Milk Memorial,March,2016.0,z,email,True,2005,False,2.0
629,0,ADULT,127,112,25 to 34 years,O7,Ortega,April,2014.0,a,print,False,2004,False,9.0
632,0,ADULT,225,452,55 to 59 years,W2,West Portal,October,2014.0,z,email,True,2003,False,7.0
634,0,ADULT,132,119,25 to 34 years,X,Main Library,December,2014.0,z,email,True,2006,False,9.0
636,3,SENIOR,777,757,65 to 74 years,S7,Sunset,July,2016.0,p,phone,False,2003,False,4.0
641,0,ADULT,1,2,35 to 44 years,C2,Chinatown,October,2004.0,z,email,True,2003,False,10.0
642,0,ADULT,7,0,25 to 34 years,W4,Western Addition,November,2015.0,z,email,True,2014,False,2.0
643,0,ADULT,1,0,45 to 54 years,X,Main Library,October,2015.0,z,email,True,2013,False,9.0
644,0,ADULT,1092,761,60 to 64 years,M6,Mission,July,2016.0,p,phone,False,2003,False,9.0
645,0,ADULT,179,26,35 to 44 years,B4,Bernal Heights,July,2016.0,z,email,True,2003,False,9.0
646,0,ADULT,114,84,45 to 54 years,X,Main Library,July,2015.0,z,email,True,2003,False,1.0
647,0,ADULT,3,6,45 to 54 years,P9,Presidio,January,2016.0,z,email,True,2014,False,2.0
648,0,ADULT,8,18,25 to 34 years,P5,Portola,December,2015.0,p,phone,True,2013,False,9.0
649,0,ADULT,2,0,25 to 34 years,W2,West Portal,September,2013.0,z,email,True,2013,False,7.0
652,0,ADULT,185,39,55 to 59 years,M4,Merced,June,2016.0,z,email,True,2003,False,7.0
654,0,ADULT,13,1,55 to 59 years,P9,Presidio,May,2016.0,a,print,False,2003,False,8.0
655,3,SENIOR,144,34,65 to 74 years,E7,Eureka Valley/Harvey Milk Memorial,November,2015.0,z,email,True,2003,False,8.0
656,0,ADULT,115,2,45 to 54 years,X,Main Library,October,2014.0,p,phone,False,2008,False,11.0
657,0,ADULT,383,75,35 to 44 years,G4,Glen Park,March,2015.0,z,email,True,2003,False,8.0
658,3,SENIOR,2324,2100,65 to 74 years,S7,Sunset,July,2016.0,z,email,True,2003,False,7.0
659,0,ADULT,81,10,45 to 54 years,X,Main Library,July,2016.0,z,email,True,2003,False,8.0
660,0,ADULT,120,7,25 to 34 years,X,Main Library,May,2014.0,z,email,True,2005,False,5.0
661,3,SENIOR,3,3,65 to 74 years,X,Main Library,October,2012.0,z,email,True,2003,False,7.0
663,0,ADULT,6,1,25 to 34 years,X,Main Library,July,2014.0,z,email,True,2013,False,3.0
664,0,ADULT,138,6,60 to 64 years,N6,North Beach,June,2015.0,z,email,True,2005,False,3.0
666,0,ADULT,3,0,25 to 34 years,B4,Bernal Heights,September,2015.0,z,email,True,2012,False,9.0
667,0,ADULT,772,1052,55 to 59 years,M8,Mission Bay,July,2016.0,z,email,True,2003,False,10.0
672,0,ADULT,10,4,25 to 34 years,C2,Chinatown,December,2013.0,z,email,True,2013,False,3.0
675,0,ADULT,525,76,60 to 64 years,G6,Golden Gate Valley,July,2016.0,z,email,True,2003,False,2.0
676,3,SENIOR,169,149,65 to 74 years,X,Main Library,July,2016.0,z,email,True,2003,False,7.0
678,0,ADULT,115,80,35 to 44 years,M2,Marina,August,2015.0,p,phone,False,2008,False,8.0
679,0,ADULT,3,0,25 to 34 years,R3,Richmond,October,2004.0,z,email,True,2003,False,1.0
680,0,ADULT,447,103,35 to 44 years,O7,Ortega,June,2016.0,z,email,True,2007,False,4.0
681,0,ADULT,9,5,25 to 34 years,X,Main Library,September,2014.0,z,email,True,2013,False,5.0
684,3,SENIOR,21,28,65 to 74 years,I5,Ingleside,July,2013.0,z,email,True,2003,False,11.0
685,0,ADULT,135,73,35 to 44 years,C2,Chinatown,July,2016.0,z,email,True,2003,False,10.0
687,4,WELCOME,1,0,20 to 24 years,X,Main Library,January,2016.0,z,email,True,2015,False,7.0
689,0,ADULT,1,0,55 to 59 years,M2,Marina,July,2013.0,z,email,True,2013,False,2.0
690,0,ADULT,327,20,60 to 64 years,R3,Richmond,July,2016.0,z,email,True,2003,False,1.0
691,0,ADULT,256,102,45 to 54 years,P5,Portola,July,2016.0,z,email,True,2003,False,9.0
695,0,ADULT,133,43,55 to 59 years,W2,West Portal,January,2014.0,z,email,True,2007,False,4.0
696,0,ADULT,273,216,35 to 44 years,M8,Mission Bay,July,2016.0,z,email,True,2010,False,6.0
697,0,ADULT,167,5,35 to 44 years,M6,Mission,May,2014.0,p,phone,False,2003,False,9.0
698,0,ADULT,49,13,25 to 34 years,P5,Portola,July,2016.0,z,email,True,2015,False,9.0
699,4,WELCOME,1,0,20 to 24 years,B2,Bayview/Linda Brooks-Burton,June,2016.0,z,email,True,2016,False,10.0
700,0,ADULT,23,12,25 to 34 years,B4,Bernal Heights,February,2016.0,z,email,True,2015,False,9.0
702,3,SENIOR,2625,1416,65 to 74 years,X,Main Library,July,2016.0,z,email,True,2003,False,3.0
703,0,ADULT,1,1,60 to 64 years,B2,Bayview/Linda Brooks-Burton,December,2014.0,p,phone,True,2014,False,10.0
704,3,SENIOR,32,12,65 to 74 years,P9,Presidio,September,2014.0,z,email,True,2003,False,2.0
705,0,ADULT,2428,241,45 to 54 years,M6,Mission,July,2016.0,z,email,True,2003,False,9.0
708,4,WELCOME,1,0,25 to 34 years,X,Main Library,August,2013.0,z,email,True,2013,False,6.0
710,3,SENIOR,41,0,65 to 74 years,P5,Portola,June,2015.0,z,email,True,2013,False,9.0
711,0,ADULT,97,127,25 to 34 years,O7,Ortega,October,2015.0,z,email,True,2009,False,4.0
712,0,ADULT,775,96,45 to 54 years,P1,Park,July,2016.0,z,email,True,2003,False,4.0
713,0,ADULT,2,0,35 to 44 years,I5,Ingleside,August,2013.0,p,phone,False,2010,False,7.0
714,0,ADULT,851,562,55 to 59 years,X,Main Library,July,2016.0,z,email,True,2003,False,5.0
718,0,ADULT,23,4,35 to 44 years,X,Main Library,February,2009.0,z,email,True,2003,False,8.0
720,9,SPECIAL,3050,1565,65 to 74 years,YLW,Library on Wheels,March,2016.0,p,phone,True,2003,False,3.0
721,0,ADULT,252,94,45 to 54 years,X,Main Library,May,2014.0,p,phone,False,2012,False,5.0
722,0,ADULT,1,1,20 to 24 years,X,Main Library,May,2016.0,z,email,True,2016,False,1.0
724,0,ADULT,927,300,55 to 59 years,R3,Richmond,July,2016.0,z,email,True,2003,False,2.0
726,0,ADULT,1847,1607,55 to 59 years,E9,Excelsior,July,2016.0,z,email,True,2003,False,9.0
727,0,ADULT,30,0,55 to 59 years,W2,West Portal,February,2016.0,a,print,False,2014,False,11.0
728,3,SENIOR,861,301,65 to 74 years,X,Main Library,July,2016.0,p,phone,False,2003,False,5.0
729,0,ADULT,34,5,35 to 44 years,O7,Ortega,June,2016.0,z,email,True,2003,False,4.0
730,0,ADULT,5,4,25 to 34 years,C2,Chinatown,January,2016.0,z,email,True,2015,False,2.0
731,3,SENIOR,474,15,65 to 74 years,O7,Ortega,June,2015.0,z,email,True,2003,False,4.0
733,0,ADULT,2918,684,55 to 59 years,X,Main Library,May,2016.0,z,email,True,2003,False,3.0
734,0,ADULT,1,0,20 to 24 years,P5,Portola,May,2015.0,z,email,True,2015,False,10.0
736,0,ADULT,26,0,35 to 44 years,E7,Eureka Valley/Harvey Milk Memorial,January,2015.0,z,email,True,2006,False,5.0
738,0,ADULT,472,297,35 to 44 years,O7,Ortega,April,2016.0,z,email,True,2003,False,4.0
740,0,ADULT,274,607,55 to 59 years,A5,Anza,June,2016.0,z,email,True,2003,False,1.0
741,0,ADULT,306,62,35 to 44 years,P1,Park,July,2016.0,z,email,True,2006,False,5.0
742,0,ADULT,423,364,35 to 44 years,P1,Park,August,2015.0,z,email,True,2003,False,1.0
743,0,ADULT,62,17,45 to 54 years,M2,Marina,October,2013.0,z,email,True,2008,False,2.0
744,4,WELCOME,1,4,25 to 34 years,X,Main Library,May,2016.0,z,email,True,2014,False,8.0
745,0,ADULT,11,20,25 to 34 years,R3,Richmond,June,2014.0,z,email,True,2011,False,5.0
746,0,ADULT,38,14,25 to 34 years,M6,Mission,May,2016.0,z,email,True,2010,False,8.0
748,0,ADULT,1372,1122,60 to 64 years,O7,Ortega,July,2016.0,a,print,False,2003,False,11.0
749,0,ADULT,73,0,45 to 54 years,P1,Park,May,2013.0,z,email,True,2003,False,9.0
750,3,SENIOR,38,2,65 to 74 years,P9,Presidio,May,2014.0,p,phone,False,2003,False,10.0
751,0,ADULT,14,0,25 to 34 years,P1,Park,June,2014.0,a,print,False,2011,False,10.0
752,0,ADULT,13,0,55 to 59 years,M4,Merced,June,2005.0,p,phone,False,2003,False,11.0
753,0,ADULT,747,409,35 to 44 years,N4,Noe Valley/Sally Brunn,July,2016.0,z,email,True,2003,False,8.0
754,0,ADULT,25,9,20 to 24 years,X,Main Library,July,2014.0,z,email,True,2014,False,6.0
755,0,ADULT,325,129,60 to 64 years,G4,Glen Park,October,2014.0,z,email,True,2003,False,11.0
757,0,ADULT,25,0,55 to 59 years,E9,Excelsior,March,2014.0,a,print,False,2010,False,1.0
758,0,ADULT,11,0,20 to 24 years,S7,Sunset,July,2014.0,z,email,True,2009,False,4.0
760,0,ADULT,30,4,25 to 34 years,P5,Portola,February,2006.0,z,email,True,2003,False,9.0
761,0,ADULT,1,0,45 to 54 years,M6,Mission,September,2014.0,p,phone,False,2012,False,10.0
762,0,ADULT,34,6,45 to 54 years,M6,Mission,July,2016.0,z,email,True,2005,False,9.0
763,0,ADULT,251,134,25 to 34 years,G4,Glen Park,June,2016.0,z,email,True,2011,False,8.0
764,0,ADULT,5,0,35 to 44 years,G4,Glen Park,January,2013.0,z,email,True,2012,False,8.0
765,0,ADULT,104,10,35 to 44 years,C2,Chinatown,September,2015.0,z,email,True,2011,False,3.0
766,0,ADULT,11,4,20 to 24 years,P3,Parkside,July,2016.0,z,email,True,2014,False,7.0
768,0,ADULT,15,13,45 to 54 years,E7,Eureka Valley/Harvey Milk Memorial,July,2016.0,z,email,True,2013,False,8.0
772,0,ADULT,48,0,25 to 34 years,R3,Richmond,July,2016.0,z,email,True,2012,False,1.0
773,0,ADULT,6,12,25 to 34 years,X,Main Library,November,2015.0,z,email,True,2015,False,5.0
778,0,ADULT,271,119,35 to 44 years,P1,Park,July,2016.0,z,email,True,2009,False,5.0
781,0,ADULT,1688,2395,25 to 34 years,E9,Excelsior,June,2016.0,z,email,True,2003,False,11.0
783,0,ADULT,651,1051,45 to 54 years,O7,Ortega,June,2016.0,z,email,True,2003,False,4.0
784,0,ADULT,135,9,35 to 44 years,W4,Western Addition,May,2015.0,z,email,True,2013,False,1.0
785,3,SENIOR,194,122,65 to 74 years,B4,Bernal Heights,July,2016.0,z,email,True,2003,False,9.0
786,0,ADULT,27,16,35 to 44 years,P7,Potrero,March,2016.0,z,email,True,2010,False,10.0
787,0,ADULT,106,3,35 to 44 years,E9,Excelsior,July,2016.0,z,email,True,2003,False,11.0
788,0,ADULT,68,19,60 to 64 years,S7,Sunset,July,2016.0,z,email,True,2003,False,5.0
791,0,ADULT,40,19,35 to 44 years,B2,Bayview/Linda Brooks-Burton,November,2015.0,p,phone,False,2008,False,10.0
793,0,ADULT,189,206,45 to 54 years,I5,Ingleside,March,2013.0,z,email,True,2004,False,7.0
794,0,ADULT,67,46,60 to 64 years,W4,Western Addition,November,2015.0,z,email,True,2003,False,5.0
797,4,WELCOME,3,0,25 to 34 years,E9,Excelsior,July,2015.0,p,phone,True,2015,False,11.0
799,3,SENIOR,27,0,65 to 74 years,I5,Ingleside,May,2015.0,z,email,True,2012,False,7.0
800,0,ADULT,212,96,35 to 44 years,X,Main Library,June,2016.0,z,email,True,2009,False,1.0
806,0,ADULT,1,0,25 to 34 years,S7,Sunset,December,2014.0,z,email,True,2014,False,4.0
807,0,ADULT,1210,468,55 to 59 years,X,Main Library,June,2016.0,z,email,True,2003,False,8.0
808,0,ADULT,108,0,25 to 34 years,X,Main Library,July,2012.0,z,email,True,2012,False,6.0
811,0,ADULT,871,137,45 to 54 years,O7,Ortega,July,2016.0,z,email,True,2003,False,4.0
812,0,ADULT,3397,1186,45 to 54 years,G4,Glen Park,July,2016.0,z,email,True,2003,False,1.0
814,0,ADULT,163,21,60 to 64 years,X,Main Library,July,2016.0,p,phone,False,2003,False,11.0
815,0,ADULT,8,4,25 to 34 years,O7,Ortega,May,2016.0,z,email,True,2011,False,9.0
818,0,ADULT,9,11,25 to 34 years,P1,Park,June,2016.0,z,email,True,2012,False,5.0
821,0,ADULT,2014,821,45 to 54 years,E9,Excelsior,July,2016.0,z,email,True,2003,False,11.0
822,0,ADULT,724,114,45 to 54 years,P1,Park,July,2016.0,z,email,True,2003,False,5.0
823,0,ADULT,164,33,35 to 44 years,P5,Portola,September,2013.0,z,email,True,2003,False,9.0
824,0,ADULT,11,7,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2016,False,6.0
825,4,WELCOME,1,0,25 to 34 years,X,Main Library,August,2013.0,z,email,True,2013,False,6.0
828,0,ADULT,193,246,25 to 34 years,P7,Potrero,August,2013.0,z,email,True,2009,False,5.0
829,0,ADULT,36,16,20 to 24 years,C2,Chinatown,October,2014.0,z,email,True,2011,False,11.0
831,3,SENIOR,104,87,65 to 74 years,N4,Noe Valley/Sally Brunn,November,2013.0,z,email,True,2003,False,8.0
832,0,ADULT,100,33,45 to 54 years,M6,Mission,July,2013.0,z,email,True,2003,False,7.0
833,0,ADULT,304,6,25 to 34 years,E7,Eureka Valley/Harvey Milk Memorial,October,2014.0,z,email,True,2013,False,3.0
834,0,ADULT,13,2,25 to 34 years,M6,Mission,October,2014.0,p,phone,False,2010,False,9.0
835,0,ADULT,109,56,45 to 54 years,X,Main Library,June,2016.0,z,email,True,2003,False,9.0
837,0,ADULT,374,250,25 to 34 years,W2,West Portal,July,2016.0,z,email,True,2003,False,7.0
840,0,ADULT,298,114,60 to 64 years,G4,Glen Park,July,2016.0,z,email,True,2003,False,8.0
842,0,ADULT,104,2,45 to 54 years,B2,Bayview/Linda Brooks-Burton,June,2016.0,p,phone,False,2003,False,10.0
843,0,ADULT,6,3,35 to 44 years,X,Main Library,May,2016.0,z,email,True,2016,False,6.0
844,3,SENIOR,55,6,65 to 74 years,G4,Glen Park,June,2016.0,z,email,True,2003,False,8.0
845,0,ADULT,1,1,20 to 24 years,M4,Merced,March,2015.0,z,email,True,2015,False,7.0
852,0,ADULT,870,54,55 to 59 years,X,Main Library,January,2014.0,z,email,True,2003,False,11.0
853,0,ADULT,11,1,60 to 64 years,W2,West Portal,March,2015.0,z,email,True,2012,False,7.0
854,0,ADULT,38,0,45 to 54 years,P1,Park,June,2015.0,z,email,True,2014,False,5.0
857,0,ADULT,4,0,35 to 44 years,X,Main Library,April,2014.0,z,email,True,2010,False,6.0
858,0,ADULT,6,0,35 to 44 years,M6,Mission,August,2013.0,z,email,True,2010,False,9.0
860,0,ADULT,7,0,20 to 24 years,X,Main Library,June,2016.0,z,email,True,2012,False,6.0
861,0,ADULT,95,27,60 to 64 years,W4,Western Addition,June,2016.0,z,email,True,2015,False,6.0
862,0,ADULT,698,622,60 to 64 years,I5,Ingleside,February,2016.0,a,print,False,2003,False,11.0
863,0,ADULT,24,25,25 to 34 years,X,Main Library,April,2015.0,z,email,True,2010,False,5.0
864,0,ADULT,50,71,60 to 64 years,S7,Sunset,May,2014.0,z,email,True,2003,False,4.0
867,0,ADULT,124,22,25 to 34 years,S7,Sunset,August,2013.0,z,email,True,2010,False,4.0
870,0,ADULT,327,73,55 to 59 years,C2,Chinatown,March,2016.0,z,email,True,2003,False,4.0
871,3,SENIOR,977,1,65 to 74 years,X,Main Library,July,2016.0,a,print,False,2012,False,6.0
872,3,SENIOR,12,0,65 to 74 years,S7,Sunset,November,2013.0,z,email,True,2009,False,4.0
873,0,ADULT,18,5,25 to 34 years,M6,Mission,October,2015.0,z,email,True,2012,False,8.0
874,0,ADULT,5,2,35 to 44 years,S7,Sunset,May,2013.0,p,phone,False,2005,False,11.0
876,0,ADULT,5,4,25 to 34 years,X,Main Library,January,2014.0,z,email,True,2009,False,7.0
877,3,SENIOR,201,118,65 to 74 years,N4,Noe Valley/Sally Brunn,July,2016.0,z,email,True,2003,False,3.0
878,0,ADULT,384,76,35 to 44 years,M6,Mission,September,2010.0,p,phone,False,2003,False,11.0
880,0,ADULT,6,0,60 to 64 years,M2,Marina,August,2007.0,z,email,True,2003,False,1.0
881,0,ADULT,149,12,60 to 64 years,S7,Sunset,December,2010.0,z,email,True,2003,False,4.0
882,0,ADULT,14,5,25 to 34 years,R3,Richmond,July,2016.0,z,email,True,2014,False,4.0
883,0,ADULT,62,21,25 to 34 years,P5,Portola,April,2016.0,z,email,True,2008,False,9.0
884,3,SENIOR,204,96,65 to 74 years,N4,Noe Valley/Sally Brunn,July,2016.0,z,email,True,2003,False,8.0
885,0,ADULT,40,58,45 to 54 years,I5,Ingleside,January,2016.0,p,phone,False,2003,False,7.0
887,0,ADULT,13,4,25 to 34 years,M6,Mission,January,2016.0,z,email,True,2012,False,9.0
890,0,ADULT,100,92,25 to 34 years,X,Main Library,August,2014.0,z,email,True,2010,False,1.0
892,0,ADULT,14,1,20 to 24 years,W2,West Portal,October,2012.0,a,print,False,2003,False,7.0
893,0,ADULT,3,0,25 to 34 years,X,Main Library,March,2015.0,z,email,True,2015,False,2.0
894,0,ADULT,36,0,55 to 59 years,X,Main Library,February,2015.0,z,email,True,2013,False,6.0
895,0,ADULT,1024,156,20 to 24 years,R3,Richmond,May,2016.0,z,email,True,2003,False,1.0
896,0,ADULT,646,176,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2003,False,7.0
897,0,ADULT,79,1,45 to 54 years,N6,North Beach,June,2016.0,z,email,True,2003,False,10.0
898,0,ADULT,5,30,25 to 34 years,X,Main Library,November,2015.0,a,print,False,2015,False,10.0
900,0,ADULT,21,4,35 to 44 years,M6,Mission,June,2016.0,p,phone,False,2003,False,9.0
901,0,ADULT,849,616,60 to 64 years,E9,Excelsior,January,2013.0,z,email,True,2003,False,11.0
902,0,ADULT,17,17,35 to 44 years,O7,Ortega,July,2011.0,z,email,True,2009,False,4.0
904,3,SENIOR,102,11,65 to 74 years,C2,Chinatown,July,2016.0,p,phone,False,2014,False,3.0
905,0,ADULT,942,224,55 to 59 years,M6,Mission,July,2016.0,z,email,True,2003,False,9.0
906,3,SENIOR,47,10,65 to 74 years,X,Main Library,September,2015.0,p,phone,False,2003,False,5.0
907,0,ADULT,4,0,55 to 59 years,X,Main Library,November,2012.0,p,phone,False,2003,False,9.0
909,0,ADULT,43,125,60 to 64 years,O7,Ortega,May,2014.0,p,phone,False,2003,False,4.0
910,0,ADULT,255,81,45 to 54 years,X,Main Library,July,2016.0,z,email,True,2014,False,3.0
911,3,SENIOR,0,0,65 to 74 years,A5,Anza,December,2013.0,z,email,True,2013,False,1.0
913,0,ADULT,1,0,35 to 44 years,M8,Mission Bay,May,2015.0,z,email,True,2015,False,3.0
914,0,ADULT,4,1,25 to 34 years,P9,Presidio,August,2013.0,z,email,True,2013,False,2.0
915,0,ADULT,42,29,25 to 34 years,W4,Western Addition,July,2015.0,z,email,True,2008,False,5.0
916,0,ADULT,261,442,55 to 59 years,X,Main Library,July,2016.0,a,print,True,2003,False,7.0
